case_id,crime_type,transaction_type,transaction_amount,transaction_hour,transaction_day,is_night,victim_latitude,victim_longitude,candidate_latitude,candidate_longitude,distance_km,proximity_score,candidate_historical_risk,candidate_volume_score,candidate_night_activity,candidate_incident_count,suspicious_activity_score,victim_area_risk_score,withdrawal_occurred
CASE_10092,UPI Fraud,IMPS,33475.64,20,2,1,17.41315,78.41478,17.39157,78.53247,12.715994751120164,0.23929177171654437,0.678,0.718,0.124,28,0.336,0.815,0
CASE_10092,UPI Fraud,IMPS,33475.64,20,2,1,17.41315,78.41478,17.39933,78.4862,7.732125419339321,0.3409441901640747,0.554,0.559,0.394,18,0.336,0.815,0
CASE_10092,UPI Fraud,IMPS,33475.64,20,2,1,17.41315,78.41478,17.43751,78.4502,4.632277405880407,0.4633771381437712,0.782,0.806,0.583,30,0.336,0.815,0
CASE_10092,UPI Fraud,IMPS,33475.64,20,2,1,17.41315,78.41478,17.3995,78.45764,4.794182774328464,0.4548461298389884,0.668,0.744,0.686,26,0.336,0.815,0
CASE_10093,UPI Fraud,UPI,54563.52,12,3,0,17.45535,78.40345,17.44757,78.39254,1.4448978461327096,0.7346326989111537,0.65,0.734,0.402,21,0.639,0.1,1
CASE_10093,UPI Fraud,UPI,54563.52,12,3,0,17.45535,78.40345,17.49716,78.36661,6.072975764377882,0.39710211694796466,0.654,0.696,0.471,26,0.639,0.1,0
CASE_10093,UPI Fraud,UPI,54563.52,12,3,0,17.45535,78.40345,17.47084,78.46262,6.508218107370398,0.3806544515091883,0.872,0.924,0.549,24,0.639,0.1,0
CASE_10093,UPI Fraud,UPI,54563.52,12,3,0,17.45535,78.40345,17.39678,78.56042,17.881380724138893,0.18280382076563012,0.655,0.674,0.223,23,0.639,0.1,0
CASE_10093,UPI Fraud,UPI,54563.52,12,3,0,17.45535,78.40345,17.35147,78.47739,13.963307404240412,0.22267614253796947,0.781,0.8,0.224,27,0.639,0.1,0
CASE_10094,UPI Fraud,ATM,12047.7,18,5,0,17.43744,78.4978,17.43501,78.49089,0.7812649442015356,0.8365986923295241,0.835,0.823,0.529,30,0.1,0.122,1
CASE_10094,UPI Fraud,ATM,12047.7,18,5,0,17.43744,78.4978,17.48972,78.44241,8.265113982766684,0.3261282370160009,0.733,0.815,0.734,22,0.1,0.122,0
CASE_10094,UPI Fraud,ATM,12047.7,18,5,0,17.43744,78.4978,17.46304,78.38084,12.729191530347201,0.23910300702481008,0.683,0.758,0.547,22,0.1,0.122,0
CASE_10094,UPI Fraud,ATM,12047.7,18,5,0,17.43744,78.4978,17.48507,78.37561,14.00117273757011,0.22220774492384215,0.533,0.719,0.943,24,0.1,0.122,0
CASE_10094,UPI Fraud,ATM,12047.7,18,5,0,17.43744,78.4978,17.41244,78.38452,12.335436761113359,0.2448664249689383,0.72,0.781,0.685,23,0.1,0.122,0
CASE_10095,Account Takeover,UPI,20000.0,12,3,0,17.3861,78.49501,17.38417,78.49851,0.42894806106411004,0.9031489971997888,0.916,0.826,0.633,30,0.288,0.447,1
CASE_10095,Account Takeover,UPI,20000.0,12,3,0,17.3861,78.49501,17.43751,78.4502,7.435214358865655,0.34979667844169654,0.782,0.806,0.583,30,0.288,0.447,0
CASE_10095,Account Takeover,UPI,20000.0,12,3,0,17.3861,78.49501,17.3995,78.45764,4.236064023953878,0.4856688811993626,0.668,0.744,0.686,26,0.288,0.447,0
CASE_10095,Account Takeover,UPI,20000.0,12,3,0,17.3861,78.49501,17.33877,78.53292,6.624562992792002,0.3764860731414282,0.839,0.811,0.736,30,0.288,0.447,0
CASE_10095,Account Takeover,UPI,20000.0,12,3,0,17.3861,78.49501,17.40326,78.46372,3.8294156825510277,0.5108938089613215,0.608,0.618,0.805,18,0.288,0.447,0
CASE_10096,Phishing,UPI,33526.69,10,1,0,17.43029,78.42219,17.43423,78.42973,0.9120217093474168,0.8143286485049793,0.609,0.731,0.342,25,0.301,0.394,1
CASE_10096,Phishing,UPI,33526.69,10,1,0,17.43029,78.42219,17.33877,78.53292,15.544427107366534,0.20466192117201282,0.839,0.811,0.736,30,0.301,0.394,0
CASE_10096,Phishing,UPI,33526.69,10,1,0,17.43029,78.42219,17.38417,78.49851,9.585039383333045,0.2944415461104547,0.916,0.826,0.633,30,0.301,0.394,0
CASE_10096,Phishing,UPI,33526.69,10,1,0,17.43029,78.42219,17.43233,78.46595,4.647971146411729,0.4625362333290977,0.752,0.53,0.578,22,0.301,0.394,0
CASE_10096,Phishing,UPI,33526.69,10,1,0,17.43029,78.42219,17.4323,78.45075,3.038119909889677,0.5683335963599263,0.906,0.94,0.873,29,0.301,0.394,0
CASE_10097,Phishing,UPI,62868.93,10,4,0,17.34713,78.32818,17.43207,78.45762,16.669210397461363,0.19352456736766727,0.95,0.841,0.201,31,0.588,0.528,1
CASE_10097,Phishing,UPI,62868.93,10,4,0,17.34713,78.32818,17.45924,78.45518,18.357198544935503,0.17891329237696937,0.45,0.599,0.531,15,0.588,0.528,0
CASE_10097,Phishing,UPI,62868.93,10,4,0,17.34713,78.32818,17.37166,78.46218,14.480659007731688,0.21644249798270365,0.636,0.636,0.897,15,0.588,0.528,0
CASE_10097,Phishing,UPI,62868.93,10,4,0,17.34713,78.32818,17.42178,78.44946,15.314408197189675,0.20709927838130793,0.735,0.705,0.59,28,0.588,0.528,0
CASE_10097,Phishing,UPI,62868.93,10,4,0,17.34713,78.32818,17.40823,78.54179,23.664453882505306,0.1445898775731682,0.748,0.807,0.588,32,0.588,0.528,0
CASE_10098,UPI Fraud,POS,46853.8,20,6,1,17.41799,78.46536,17.42037,78.46312,0.35569065510458403,0.9183388621302254,0.896,0.931,0.702,33,0.592,0.734,1
CASE_10098,UPI Fraud,POS,46853.8,20,6,1,17.41799,78.46536,17.44546,78.36574,11.001070915443988,0.266647629529029,0.381,0.46,0.931,18,0.592,0.734,0
CASE_10098,UPI Fraud,POS,46853.8,20,6,1,17.41799,78.46536,17.45813,78.37688,10.393527968211236,0.27790268020697795,0.669,0.744,0.567,24,0.592,0.734,0
CASE_10098,UPI Fraud,POS,46853.8,20,6,1,17.41799,78.46536,17.3995,78.45764,2.2131525350668473,0.6437955574765177,0.668,0.744,0.686,26,0.592,0.734,0
CASE_10098,UPI Fraud,POS,46853.8,20,6,1,17.41799,78.46536,17.35493,78.51385,8.697331569761129,0.31502682103112556,0.675,0.762,0.727,22,0.592,0.734,0
CASE_10099,Account Takeover,UPI,132534.38,12,2,0,17.38828,78.52983,17.39157,78.53247,0.460770363268705,0.8967061010217375,0.678,0.718,0.124,28,0.48,0.655,1
CASE_10099,Account Takeover,UPI,132534.38,12,2,0,17.38828,78.52983,17.40823,78.54179,2.5556818833162676,0.6101577335806528,0.748,0.807,0.588,32,0.48,0.655,0
CASE_10099,Account Takeover,UPI,132534.38,12,2,0,17.38828,78.52983,17.38417,78.49851,3.3547859214019407,0.5438635526236412,0.916,0.826,0.633,30,0.48,0.655,0
CASE_10099,Account Takeover,UPI,132534.38,12,2,0,17.38828,78.52983,17.43969,78.34535,20.39076908377115,0.16399646875675905,0.798,0.777,0.447,29,0.48,0.655,0
CASE_10099,Account Takeover,UPI,132534.38,12,2,0,17.38828,78.52983,17.41317,78.53574,2.837794932671897,0.5849839077342706,0.519,0.472,0.287,18,0.48,0.655,0
CASE_10100,UPI Fraud,UPI,26617.25,14,5,0,17.45076,78.4373,17.44948,78.44085,0.4025750379891928,0.9085591876310045,0.672,0.864,0.251,25,0.156,0.752,1
CASE_10100,UPI Fraud,UPI,26617.25,14,5,0,17.45076,78.4373,17.4837,78.3453,10.42298621489064,0.2773350775216233,0.791,0.836,0.648,31,0.156,0.752,0
CASE_10100,UPI Fraud,UPI,26617.25,14,5,0,17.45076,78.4373,17.35493,78.51385,13.398457843043516,0.22990543392323323,0.675,0.762,0.727,22,0.156,0.752,0
CASE_10100,UPI Fraud,UPI,26617.25,14,5,0,17.45076,78.4373,17.39678,78.56042,14.375239457673292,0.21768423803204617,0.655,0.674,0.223,23,0.156,0.752,0
CASE_10100,UPI Fraud,UPI,26617.25,14,5,0,17.45076,78.4373,17.43576,78.50111,6.971527107922329,0.36458005897024826,0.766,0.712,0.716,25,0.156,0.752,0
